newspaper:park_record,newspaperincity,city:park_city,0.875
website:the_gazette,newspaperincity,city:montreal,0.75
website:oregonian,newspaperincity,city:portland,0.984375
website:the_monitor,newspaperincity,city:boston,0.75
newspaper:virginia_gazette,newspaperincity,city:williamsburg,0.75
website:dallas_morning_news,newspaperincity,city:dallas,0.75
newspaper:press_democrat,newspaperincity,city:santa_rosa,0.96875
newspaper:ventura_county_star,newspaperincity,city:van_nuys,1.0
newspaper:berlingske_tidende,newspaperincity,city:copenhagen,0.7586471521928494
website:courier_journal,newspaperincity,city:louisville,0.984375
newspaper:post,newspaperincity,city:l_a_,0.984375
newspaper:guardian,newspaperincity,city:london,0.9999999701976776
website:valley_morning_star,newspaperincity,city:harlingen,0.875
newspaper:le_devoir,newspaperincity,city:montreal,0.9375
newspaper:pittsburgh_post_gazette,newspaperincity,city:pittsburgh,1.0
newspaper:la_prensa,newspaperincity,city:managua,0.7586471522151101
website:louisville_courier_journal,newspaperincity,city:louisville,0.8774324740964613
newspaper:union_leader,newspaperincity,city:manchester,0.99609375
website:baltimore_sun,newspaperincity,city:baltimore,0.984375
newspaper:politika,newspaperincity,city:belgrade,0.8793235761075551
website:star_tribune,newspaperincity,city:minneapolis,0.984375
newspaper:la_opini,newspaperincity,city:los_angeles,1.0
newspaper:connecticut_post,newspaperincity,city:bridgeport,0.875
website:tennessean,newspaperincity,city:nashville,0.9997824038571407
website:daily_yomiuri,newspaperincity,city:tokyo,0.75
website:arizona_daily_sun,newspaperincity,city:flagstaff,0.75
newspaper:the_observer,newspaperincity,city:london,0.984375
newspaper:south_china_morning_post,newspaperincity,city:hong_kong,0.9921875
newspaper:sierra_sun,newspaperincity,city:sonoma,1.0
newspaper:post_star,newspaperincity,city:glens_falls,0.9375
newspaper:miniondas,newspaperincity,city:santa_ana,1.0
website:arkansas_gazette,newspaperincity,city:little_rock,0.984375
newspaper:stamp_act,newspaperincity,city:new_york_city,0.9990234375
newspaper:la_voz,newspaperincity,city:santa_rosa,1.0
website:times_picayune,newspaperincity,city:new_orleans,0.99609375
website:chosun_ilbo,newspaperincity,city:seoul,0.96875
newspaper:deseret_news,newspaperincity,city:salt_lake,0.99951171875
newspaper:milliyet,newspaperincity,city:istanbul,0.7586471522151101
newspaper:union,newspaperincity,city:grass_valley,0.875
website:post_standard,newspaperincity,city:syracuse,0.875
website:san_francisco_chronicle,newspaperincity,city:san_francisco,1.0
newspaper:daily_advertiser,newspaperincity,city:lafayette,0.875
newspaper:blade,newspaperincity,city:toledo,0.9990235000000001
website:asahi_shimbun,newspaperincity,city:tokyo,0.9375
newspaper:el_popular,newspaperincity,city:bakersfield,1.0
newspaper:bulletin,newspaperincity,city:bend,0.96875
website:times_standard,newspaperincity,city:eureka,0.75
newspaper:south_florida_sun_sentinel,newspaperincity,city:fort_lauderdale,0.7523150598580983
newspaper:forbes,newspaperincity,city:washington,0.75
website:usa_today,newspaperincity,city:washington,0.75
newspaper:le_monde,newspaperincity,city:paris,0.984375
newspaper:tri_city_herald,newspaperincity,city:kennewick,0.875
website:new_york_post,newspaperincity,city:new_york_city,1.0
newspaper:asheville_citizen_times,newspaperincity,city:asheville,0.8774324741122814
newspaper:danas,newspaperincity,city:belgrade,0.8793235760830489
newspaper:morning_call,newspaperincity,city:allentown,0.984375
newspaper:palladium_item,newspaperincity,city:richmond,0.7545685352197664
newspaper:la_vanguardia,newspaperincity,city:barcelona,0.96875
newspaper:irish_post,newspaperincity,city:london,0.75
newspaper:the_economist,newspaperincity,city:london,0.96875
newspaper:badische_zeitung,newspaperincity,city:freiburg,0.96875
website:philadelphia_inquirer,newspaperincity,city:area,0.75
website:dominion_post,newspaperincity,city:morgantown,0.875
website:miami_herald,newspaperincity,city:washington,0.75
newspaper:al_ahram,newspaperincity,city:cairo,0.9396617880415244
website:the_sentinel,newspaperincity,city:carlisle,0.75
website:daily_progress,newspaperincity,city:charlottesville,0.75
newspaper:corriere_della_sera,newspaperincity,city:milan,0.940655774731214
newspaper:helsingin_sanomat,newspaperincity,city:helsinki,0.7586471522416187
newspaper:kommersant,newspaperincity,city:moscow,0.9375
newspaper:observer,newspaperincity,city:london,0.998046875
newspaper:clarin,newspaperincity,city:buenos_aires,0.984375
newspaper:clarion_ledger,newspaperincity,city:jackson,1.0
website:east_oregonian,newspaperincity,city:pendleton,0.875
newspaper:santa_barbara_news_press,newspaperincity,city:santa_ana,1.0
newspaper:el_tiempo,newspaperincity,city:bogota,0.75
website:the_times_picayune,newspaperincity,city:new_orleans,0.875
newspaper:florida,newspaperincity,city:columbia,0.9375
newspaper:evening_times,newspaperincity,city:glasgow,0.9375
newspaper:enquirer,newspaperincity,city:cincinnati,0.9999999957256369
newspaper:post_bulletin,newspaperincity,city:rochester,0.75
newspaper:argus_leader,newspaperincity,city:sioux_falls,0.9699486539951119
website:the_boston_globe,newspaperincity,city:washington,0.875
newspaper:het_parool,newspaperincity,city:amsterdam,0.9375
website:contra_costa_times,newspaperincity,city:san_francisco,0.9375
newspaper:sun_sentinel,newspaperincity,city:fort_lauderdale,0.9999999998499586
newspaper:examiner,newspaperincity,city:san_francisco,0.99609375
website:florida_times_union,newspaperincity,city:jacksonville,0.99951175
newspaper:la_reforma,newspaperincity,city:mexico_city,0.9849154470153747
newspaper:yomiuri_shimbun,newspaperincity,city:tokyo,0.96875
newspaper:maryland,newspaperincity,city:howard,0.984375
newspaper:the_press,newspaperincity,city:los_angeles,1.0
website:the_sunday_times,newspaperincity,city:london,0.99951171875
newspaper:la_voz_latina,newspaperincity,city:van_nuys,1.0
website:daily_star,newspaperincity,city:beirut,0.75
newspaper:herald_tribune,newspaperincity,city:sarasota,1.0
newspaper:repository,newspaperincity,city:canton,0.96875
website:daily_mirror,newspaperincity,city:london,0.9375
newspaper:der_bund,newspaperincity,city:bern,0.96875
newspaper:oklahoman,newspaperincity,city:oklahoma_city,0.9690393825019697
website:austin_american_statesman,newspaperincity,city:austin,0.96875
newspaper:blic,newspaperincity,city:belgrade,0.875
newspaper:orange_county_register,newspaperincity,city:santa_ana,1.0
newspaper:el_comercio,newspaperincity,city:quito,0.7626230988855167
website:the_boston_herald,newspaperincity,city:boston,0.984375
newspaper:washingtonian,newspaperincity,city:washington,0.75
website:news_journal,newspaperincity,city:new_castle,0.96875
newspaper:vindicator,newspaperincity,city:youngstown,0.984375
newspaper:sun_newspapers,newspaperincity,city:los_angeles,1.0
newspaper:el_imparcial,newspaperincity,city:hermosillo,0.75
website:london_times,newspaperincity,city:london,1.0
newspaper:el_mundo,newspaperincity,city:national_city,1.0
newspaper:chronicle,newspaperincity,city:san_francisco,0.96875
website:rocky_mountain_news,newspaperincity,city:denver,0.9921875
website:the_daily_news,newspaperincity,city:new_york_city,0.75
publication:sunday_telegraph,newspaperincity,city:london,0.9375
website:united_press,newspaperincity,city:new_york_city,0.9375
publication:el_pa_s,newspaperincity,city:madrid,0.875
stadiumoreventvenue:browns_stadium,stadiumalsoknownas,stadiumoreventvenue:brown_stadium,0.9999999777142516
stadiumoreventvenue:navasota_rattler_stadium,stadiumalsoknownas,stadiumoreventvenue:rattler_stadium,1.0
stadiumoreventvenue:dodger_stadium,stadiumalsoknownas,stadiumoreventvenue:dodgers_stadium,1.0
stadiumoreventvenue:brown_stadium,stadiumalsoknownas,stadiumoreventvenue:browns_stadium,1.0
